0,1,2,3,4,5,6,7,8,9,10,11,12
163.0,1.0,-1.76185,0.3,0.0,0.0,1.0,0.8982,4.681,0.69,1.0,1.1,0.9
164.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9605,-3.657,11.5,1.0,1.1,0.9
165.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9605,-3.657,0.415,1.0,1.1,0.9
166.0,2.0,0.0,0.0,0.0,0.0,1.0,1.006,1.97,11.5,1.0,1.1,0.9
167.0,2.0,0.0,0.0,0.0,0.0,1.0,1.015,4.143,0.415,1.0,1.1,0.9
168.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9876,1.439,11.5,1.0,1.1,0.9
169.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.84,0.415,1.0,1.1,0.9
170.0,2.0,0.0,0.0,0.0,0.0,1.0,0.96,0.8064,22.0,1.0,1.1,0.9
171.0,1.0,0.0,0.0,0.0,0.0,1.0,1.02,31.6,0.415,1.0,1.1,0.9
172.0,2.0,0.0,0.0,0.0,0.0,1.0,1.02,0.8734,22.0,1.0,1.1,0.9
173.0,2.0,0.0,0.0,0.0,0.0,1.0,1.02,1.916,0.415,1.0,1.1,0.9
1024.0,1.0,0.0,0.0,0.0,0.0,1.0,1.02,1.175,11.5,1.0,1.1,0.9
1367.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9779,0.356,66.0,1.0,1.1,0.9
1711.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9651,2.177,11.5,1.0,1.1,0.9
2057.0,2.0,0.0,0.0,0.0,0.0,1.0,0.96,2.217,22.0,1.0,1.1,0.85
2058.0,2.0,0.0,0.0,0.0,0.0,1.0,1.06,40.01,0.48,1.0,1.1,0.9
2407.0,2.0,0.0,0.0,0.0,0.0,1.0,1.06,40.01,0.48,1.0,1.1,0.9
2758.0,2.0,0.0,0.0,0.0,0.0,1.0,1.023,-0.3112,132.0,1.0,1.1,0.9
2759.0,2.0,0.0,0.0,0.01,-0.01,1.0,1.023,-0.2916,132.0,1.0,1.1,0.9
3248.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9704,-3.365,0.433,1.0,1.1,0.9
3652.0,1.0,0.0,0.0,0.0,0.0,1.0,1.003,-0.06454,275.0,1.0,1.1,0.9
